code,trend,regime,days,strategy_ann_return,strategy_ann_vol,sharpe_excess_rf,max_drawdown,benchmark_ann_return,active_ann_return_vs_bh,tracking_error_ann,information_ratio,capm_alpha_ann,capm_beta,capm_r2,avg_position
sh.510500,ret20_gt_0,bear_close_le_ma200,888,-0.09617870459959832,0.1842316374406123,-0.6306121261992741,-0.45240222941129604,-0.23605800778945019,0.13987930318985187,0.13809334055913686,1.012933010552744,0.06245198566742894,0.6360074559703122,0.6515665759289799,0.4504199060809529
sh.510500,ma5_gt_ma20,bear_close_le_ma200,888,-0.12292644710005951,0.19976839454168577,-0.7154607585847869,-0.49715054507022927,-0.23605800778945019,0.11313156068939068,0.11506117693846583,0.9832296496488376,0.06343907332390465,0.7438951314243578,0.7581107973455277,0.760002451137786
sh.510050,ret20_gt_0,bear_close_le_ma200,1052,-0.14400978096897976,0.1395291196088087,-1.1754519875765457,-0.47207286942756244,-0.2217971209458528,0.07778733997687304,0.12464035274547267,0.6240943503724039,-0.025180438787681027,0.5553167443656771,0.5631272977671931,0.5069583106092941
sh.510050,close_gt_ma20,bear_close_le_ma200,1052,-0.1672058027288612,0.14538617199863824,-1.287645173920768,-0.5302436044590573,-0.2217971209458528,0.05459131821699159,0.11812068344463444,0.462165614226061,-0.040251391208367744,0.6010463094136631,0.6076093058009937,0.5349638716656915
sh.510300,ret20_gt_0,bear_close_le_ma200,974,-0.18368167226678167,0.14612733624704527,-1.3938642659059637,-0.5436162685526273,-0.23624395375491392,0.052562281488132245,0.12046352084521783,0.43633359808293254,-0.05160820409066386,0.5924584884069908,0.6081946649489404,0.5454066929967303
sh.510050,ma5_gt_ma20,bear_close_le_ma200,1052,-0.17049107248014284,0.13642611606456564,-1.396294770936601,-0.5372010723039784,-0.2217971209458528,0.051306048465709964,0.129167915008051,0.39720427834197114,-0.06414025787447002,0.527112062596382,0.5307202144586562,0.49545067913539437
sh.510300,close_gt_ma20,bear_close_le_ma200,974,-0.2076700568734996,0.15147595804017447,-1.503011169687515,-0.5756519292887676,-0.23624395375491392,0.028573896881414318,0.11453307974968148,0.24948160779282444,-0.06969984736833441,0.6328028626540202,0.645712425202694,0.5163416449643943
sh.510300,ma5_gt_ma20,bear_close_le_ma200,974,-0.22590438944531244,0.1460388387870965,-1.6838287094558828,-0.6283087633663006,-0.23624395375491392,0.010339564309601479,0.12312692833441716,0.08397484164892713,-0.10716649703753646,0.5833415250757953,0.5903352716377082,0.5382053124444335
sz.159845,ret20_gt_0,bull_close_gt_ma200,41,1.1912151669553914,0.23238161159218798,5.040050970172222,-0.04788961038961037,1.1912151669553914,0.0,0.0,,-5.280713842147476e-17,0.9999999999999998,1.0,1.0
sz.159845,close_gt_ma20,bull_close_gt_ma200,41,1.1127612836100513,0.23006008936615213,4.749895067070356,-0.048948510154842695,1.1912151669553914,-0.07845388334534009,0.014815839351154077,-5.295270924979957,-0.02760509173484296,0.9880273265993703,0.9959989094958612,0.9930393893469913
