code,name,benchmark,date,close,pred_daily_vol,pred_annual_vol,band80_low,band80_high,band95_low,band95_high,pos_close_gt_ma20,pos_ma5_gt_ma20,pos_ret20_gt_0
sh.510050,ChinaAMC SSE 50 ETF,SSE 50,2026-05-28,2.985,0.008801787293386773,0.13972404162713828,2.951518555727177,3.018861251172027,2.9339468394211496,3.0369415288239963,0.0,0.0,0.0
sh.510300,Huatai-PB CSI 300 ETF,CSI 300,2026-05-28,4.932,0.010146080246675977,0.16106403068885708,4.868285687705337,4.996548181515083,4.834891235621566,5.0310591933869775,0.9313066322658313,0.9313066322658313,0.9313066322658313
sh.510500,China Southern CSI 500 ETF,CSI 500,2026-05-28,8.649,0.014118950262957817,0.22413138701445834,8.493910920661007,8.806920828194718,8.41294064431364,8.89168296350234,0.0,0.6692503089285025,0.6692503089285025
sh.512100,China Southern CSI 1000 ETF,CSI 1000,2026-05-28,3.472,0.014313286029721227,0.22721637167266456,3.408892923365105,3.5362753453986646,3.3759517064821694,3.5707809376696926,0.0,0.6601636972537127,0.6601636972537127
sz.159915,E Fund ChiNext ETF,ChiNext,2026-05-28,4.138,0.019520842959389235,0.30988377511734033,4.035763941169302,4.242825955533677,3.9826699264381817,4.299388178350406,0.4840524481902969,0.4840524481902969,0.4840524481902969
sz.159949,ChinaAMC ChiNext 50 ETF,ChiNext 50,2026-05-28,2.003,0.020929383434927996,0.33224366197640565,1.9499894700305966,2.057451623026995,1.9224976863397973,2.086873252699918,0.45147588100763314,0.45147588100763314,0.45147588100763314
sz.159845,ChinaAMC CSI 1000 ETF,CSI 1000,2026-05-28,3.572,0.014063413255472093,0.2232497643522506,3.5081985557173643,3.6369617618153813,3.4748867186432806,3.6718273236203913,0.0,0.6718932064059212,0.6718932064059212
sh.588000,ChinaAMC STAR 50 ETF,STAR 50,2026-05-28,1.942,0.030313710018320117,0.4812152281452136,1.868002703989938,2.0189285550521956,1.8299791804684828,2.0608780909925506,0.31171083379500897,0.31171083379500897,0.31171083379500897
sh.588080,E Fund STAR 50 ETF,STAR 50,2026-05-28,1.884,0.03035190137157722,0.4818214970829215,1.8121240208099072,1.9587268637461208,1.7751919228003639,1.9994773265984307,0.31131861261512994,0.31131861261512994,0.31131861261512994
