model,code,trend,regime,days,strategy_ann_return,strategy_ann_vol,sharpe_excess_rf,max_drawdown,benchmark_ann_return,active_ann_return_vs_bh,tracking_error_ann,information_ratio,capm_alpha_ann,capm_beta,capm_r2,avg_position
HAR-YZ,sz.159949,close_gt_ma20,bull_close_gt_ma200,972,0.4598636390466046,0.3266379841991533,1.3466395836511682,-0.2479674796747963,0.7400827676601016,-0.2802191286134969,0.1330332310523972,-2.106384445425732,-0.0983571948803462,0.8542136220450403,0.8591474033977947,0.7596202456499461
HAR-YZ,sh.510300,close_gt_ma20,bull_close_gt_ma200,1050,0.2016206400020908,0.1389576936451594,1.3070211172752693,-0.1209779266276863,0.3273573577219844,-0.1257367177198936,0.1402281996650661,-0.8966578621148575,0.0332789523626702,0.4954865039921299,0.4996036518621627,0.664568539871134
HAR-YZ,sz.159915,ma5_gt_ma20,bull_close_gt_ma200,1120,0.3936849048444562,0.2870209514913114,1.301942951909447,-0.2004251442453684,0.5931359656957584,-0.1994510608513022,0.1496627785980204,-1.332669770798578,-0.0362280973277855,0.7792797998957628,0.791610660847895,0.6506509486955612
HAR-YZ,sz.159915,ret20_gt_0,bull_close_gt_ma200,1120,0.3773936484756066,0.2988327614969806,1.1959654178653958,-0.2498586688969681,0.5931359656957584,-0.2157423172201518,0.1277727292672909,-1.6884848469412834,-0.0747340797110348,0.8397762339802999,0.8480525016459675,0.7339438636985243
HAR-YZ,sh.510300,ret20_gt_0,bull_close_gt_ma200,1050,0.1703214336765994,0.1613271964356742,0.9317798672373072,-0.2380268995203605,0.3273573577219844,-0.1570359240453849,0.104179315194806,-1.50736183811289,-0.045659949014985,0.6930715020551007,0.7252171228703514,0.8064372371260053
HAR-YZ,sz.159915,close_gt_ma20,bull_close_gt_ma200,1120,0.2643178694810391,0.2645689266728526,0.9234564034163598,-0.1978569774246545,0.5931359656957584,-0.3288180962147193,0.18112104406862,-1.81546047233552,-0.0868615654749477,0.6731674217110186,0.6952171952644877,0.5305332501739759
HAR-YZ,sh.510500,ma5_gt_ma20,bull_close_gt_ma200,1070,0.1604701274332298,0.1904124976888276,0.737714851379064,-0.2158596947334327,0.3544932219183738,-0.194023094485144,0.107632531235619,-1.802643608375304,-0.0853754271080216,0.7551795640966608,0.7603977098747536,0.5721696092115642
HAR-YZ,sh.512100,close_gt_ma20,bull_close_gt_ma200,156,0.1724841711609095,0.2173920020143272,0.7014249362810507,-0.1412897856988038,0.2696384105568383,-0.0971542393959288,0.0708212587410949,-1.3718231096555458,-0.0588107837546015,0.9047690229213744,0.9038831841364948,0.8777825890249307
HAR-YZ,sh.510500,ret20_gt_0,bull_close_gt_ma200,1070,0.1518085454204421,0.191950179627553,0.6866810214827324,-0.2162842290863265,0.3544932219183738,-0.2026846764979317,0.1045989740952049,-1.9377310174519509,-0.0965173002945217,0.7679195188295969,0.773723181927044,0.5405228285329946
HAR-YZ,sh.510500,close_gt_ma20,bull_close_gt_ma200,1070,0.104918158842816,0.1898714591273877,0.4472402499727099,-0.1957442490095418,0.3544932219183738,-0.2495750630755577,0.1045376540735884,-2.38741786667483,-0.1359819965188936,0.7598430605903165,0.7742115912684748,0.5773770903677419
