model,code,trend,regime,days,strategy_ann_return,strategy_ann_vol,sharpe_excess_rf,max_drawdown,benchmark_ann_return,active_ann_return_vs_bh,tracking_error_ann,information_ratio,capm_alpha_ann,capm_beta,capm_r2,avg_position
EGARCH,sz.159915,ret20_gt_0,bull_close_gt_ma200,1120,0.3383375560182391,0.2623229227571246,1.2135331242591272,-0.1991356911015211,0.5931359656957489,-0.2547984096775098,0.1798822797333493,-1.4164730959337035,-0.0289305840955483,0.6697396202589604,0.6999894498197943,0.5775063506340067
EGARCH,sh.510300,ret20_gt_0,bull_close_gt_ma200,1091,0.2069527515899789,0.175443948930474,1.0655981738308091,-0.1571363347922616,0.3198909304035113,-0.1129381788135324,0.0761574480964061,-1.482956449257154,-0.0441867003361572,0.8220776283604877,0.8514547437540166,0.8260658232042761
EGARCH,sz.159915,ma5_gt_ma20,bull_close_gt_ma200,1120,0.2322839284369966,0.2066884968245421,1.027071809502802,-0.24330285775475,0.5931359656957489,-0.3608520372587522,0.2358604334687622,-1.5299388369289335,-0.0087654484186846,0.4398902993699054,0.4864163364820557,0.4770651244151277
EGARCH,sz.159915,close_gt_ma20,bull_close_gt_ma200,1120,0.2296169808580213,0.2144360920772046,0.977526585321988,-0.1756172652104553,0.5931359656957489,-0.3635189848377276,0.2338362967184887,-1.554587503903902,-0.0193524053533553,0.4595082722172254,0.4931089630660206,0.4491096123011556
EGARCH,sh.510500,close_gt_ma20,bull_close_gt_ma200,1071,0.1475302426431719,0.1670374179154749,0.7634830820224089,-0.154112411405967,0.3575521274353346,-0.2100218847921626,0.1337702567086978,-1.5700192999518023,-0.0554170661216351,0.6035515491422223,0.6308400551124,0.528173207487896
EGARCH,sz.159845,ret20_gt_0,bull_close_gt_ma200,82,0.1740804024181586,0.2533393016915091,0.6081977860891955,-0.1327991675319665,0.1904626540250964,-0.0163822516069378,0.0097566789755782,-1.6790807249007529,-0.013132765596498,0.994381378697005,0.9985486831428876,0.995499384746006
EGARCH,sh.510050,ret20_gt_0,bull_close_gt_ma200,1013,0.1698685574145568,0.1696642740279189,0.8833241899228318,-0.1600091732081907,0.2962914059761101,-0.1264228485615532,0.0752661531663809,-1.6796772950795955,-0.059171855607037,0.8163986272809883,0.8459899972509368,0.7878328035646567
EGARCH,sz.159949,ret20_gt_0,bull_close_gt_ma200,1010,0.4596120346959012,0.3100166739651102,1.4180270663292642,-0.260172947411886,0.7217767756473643,-0.2621647409514631,0.1529478908310734,-1.7140788246698777,-0.0596705651408205,0.7963756421409846,0.8095262918275637,0.7608279986463321
EGARCH,sh.510500,ma5_gt_ma20,bull_close_gt_ma200,1071,0.1506541031570418,0.1823148426510047,0.7166399688430516,-0.2312747416880362,0.3575521274353346,-0.2068980242782927,0.1168844098582706,-1.770107959899605,-0.0807575913879437,0.7025779828774242,0.7175680229668588,0.5506972617594929
EGARCH,sh.512100,ret20_gt_0,bull_close_gt_ma200,197,0.2358697453851683,0.2103299945727586,1.0263383775750226,-0.148730651243606,0.3827302213788675,-0.1468604759936991,0.0780911948374165,-1.8806278518270616,-0.075995933711578,0.8805453323000375,0.8783157780273481,0.8459371378930117
EGARCH,sz.159949,close_gt_ma20,bull_close_gt_ma200,1010,0.4681617893798209,0.3217513145094394,1.3928825436598886,-0.263227760720231,0.7217767756473643,-0.2536149862675434,0.1214720747659588,-2.087846007044708,-0.0883256789794576,0.861795767491069,0.8801023505095324,0.8142599940452013
EGARCH,sh.510500,ret20_gt_0,bull_close_gt_ma200,1071,0.1160684191417349,0.1852066127801111,0.5187094440077762,-0.1908040653181495,0.3575521274353346,-0.2414837082935996,0.1120118743836733,-2.155875969599861,-0.1177556823600551,0.7251166552692491,0.7406633278345256,0.557695216074552
